0	1
Novclobiocin 105	CC(=CCC1=C(C=CC(=C1)C(=O)NC2=C(C3=C(C(=C(C=C3)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)O)O)O)Cl)OC2=O)O)O)C
Ntau-methyl-L-histidine	CN1C=C(N=C1)C[C@@H](C(=O)O)N
Ntau-methylhistamine	CN1C=C(N=C1)CCN
Nucleoside	C1[C@H]([C@@H](O[C@@H]1N2C=C(N=N2)C3=CC4=CC=CC=C4C5=CC=CC=C53)CO)O
O(2),1,7,9-tetramethylurate	CN1C2=C(N=C(N(C2=O)C)OC)N(C1=O)C
O(2),1,9-trimethylurate	CN1C2=C(C(=O)N(C(=N2)OC)C)NC1=O
O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate	C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)(O)O)N=C(N)N)O)N=C(N)N)O)(CO)O
O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate	C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)([O-])[O-])[NH+]=C(N)N)O)[NH+]=C(N)N)O)(CO)O
O-(1->4)-alpha-L-dihydrostreptosyl-streptidine 6-phosphate	C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)(O)O)N=C(N)N)O)N=C(N)N)O)(CO)O
O-(1->4)-alpha-L-dihydrostreptosyl-streptidine 6-phosphate	C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)([O-])[O-])[NH+]=C(N)N)O)[NH+]=C(N)N)O)(CO)O
O-(indol-3-yl)acetyl-myo-inositol	C1=CC=C2C(=C1)C(=CN2)CC(=O)OC3[C@H]([C@H](C([C@H]([C@@H]3O)O)O)O)O
O-1,4-alpha-L-dihydrostreptosyl-streptidine 6-phosphate	C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)(O)O)N=C(N)N)O)N=C(N)N)O)(CO)O
O-1,4-alpha-L-dihydrostreptosyl-streptidine 6-phosphate	C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)OP(=O)([O-])[O-])[NH+]=C(N)N)O)[NH+]=C(N)N)O)(CO)O
O-Acetyl-ADP-ribose	CC(=O)O[C@@H]1[C@@H]([C@H](OC1O)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O)O
O-Acetyl-L-homoserine	CC(=O)OCC[C@@H](C(=O)O)N
O-Acetyl-L-serine	CC(=O)OC[C@@H](C(=O)O)N
O-Carbamoyl-deacetylcephalosporin C	C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)COC(=O)N
O-Demethyl-N-demethyl-staurosporine	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH3+])O
O-Demethyl-N-demethyl-staurosporine	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N)O
O-Methylandrocymbine	CN1CC[C@@]23C=C(C(=O)C=C2[C@@H]1CCC4=CC(=C(C(=C34)OC)OC)OC)OC
O-Phospho-4-hydroxy-L-threonine	C([C@H]([C@@H](C(=O)O)N)O)OP(=O)(O)O
O-Phospho-L-serine	C([C@@H](C(=O)O)N)OP(=O)(O)O
O-Phosphorylhomoserine	C(COP(=O)(O)O)C(C(=O)O)N
O-Succinyl-L-homoserine	C(COC(=O)CCC(=O)O)[C@@H](C(=O)O)N
O-acetyl-L-homoserine	CC(=O)OCC[C@@H](C(=O)O)N
O-acetyl-L-serine	CC(=O)OC[C@@H](C(=O)O)N
O-acetylcarnitine	CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
O-acetylcarnitine	CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
O-acetylcarnitine	CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C
O-acetylcarnitine	CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-]
O-acetylcarnitine	CC(=O)O[C@@H](CC(=O)O)C[N+](C)(C)C
O-acetylcarnitine	CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
O-acetylcholine	CC(=O)OCC[N+](C)(C)C
O-alpha-D-galactosyl-(1->3)-1D-myo-inositol	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@H]([C@H](C([C@H]([C@@H]2O)O)O)O)O)O)O)O)O
O-aminobenzaldehyde	C1=CC=C(C(=C1)C=O)N
O-benzoylecgonine	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)O
O-beta-D-glucosyl-cis-zeatin	C/C(=C/CNC1=NC=NC2=C1NC=N2)/CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
O-beta-D-glucosyl-trans-zeatin	C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
O-beta-D-xylosylzeatin	C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O
O-beta-D-xylosylzeatin	C/C(=C/CNC1=NC=NC2=C1NC=N2)/CO[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O
O-carbamoyl-L-serine	C([C@@H](C(=O)O)N)OC(=O)N
O-carbamoyl-deacetylcephalosporin C	C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)COC(=O)N
O-carbamoyladenylate	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OC(=O)N)O)O)N
O-citryl-L-serine	C([C@@H](C(=O)O)N)OC(=O)CC(CC(=O)O)(C(=O)O)O
O-citryl-ethanolamine	C(COC(=O)CC(CC(=O)O)(C(=O)O)O)N
O-demethylpuromycin	CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)O)N)O
O-feruloylgalactarate	COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)C(=O)O)O
O-feruloylquinate	COC1=C(C=CC(=C1)/C=C/C(=O)OC2[C@@H](CC(C[C@H]2O)(C(=O)O)O)O)O
O-feruloylquinate	COC1=C(C=CC(=C1)/C=C/C(=O)OC2[C@@H](CC(CC2O)(C(=O)O)O)O)O
O-methyl anthranilate	COC(=O)C1=CC=CC=C1N
O-methyl-L-tyrosine	COC1=CC=C(C=C1)C[C@@H](C(=O)O)N
O-methylandrocymbine	CN1CC[C@@]23C=C(C(=O)C=C2[C@@H]1CCC4=CC(=C(C(=C34)OC)OC)OC)OC
O-phospho-L-homoserine	C(COP(=O)(O)O)[C@@H](C(=O)O)N
O-phospho-L-serine	C([C@@H](C(=O)O)N)OP(=O)(O)O
O-phospho-L-threonine	C[C@H]([C@@H](C(=O)O)N)OP(=O)(O)O
O-phospho-L-tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O
O-phosphoethanolamine	C(COP(=O)(O)O)N
O-phosphoserine	C([C@@H](C(=O)O)N)OP(=O)(O)O
O-sinapoylglucarate	COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]([C@H]([C@@H]([C@@H](C(=O)[O-])O)O)O)C(=O)[O-]
O-sinapoylglucarolactone	COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC(=O)[C@@H]2[C@H]([C@@H]([C@H](C(=O)O2)O)O)O
O-succinyl-L-homoserine	C(COC(=O)CCC(=O)O)[C@@H](C(=O)O)N
O-ureido-D-serine	C([C@H](C(=O)O)N)ONC(=O)N
O-ureido-L-homoserine	C(CONC(=O)N)[C@@H](C(=O)O)N
O-ureido-L-homoserine	C(CONC(=O)N)[C@@H](C(=O)[O-])[NH3+]
O-ureido-L-serine	C([C@@H](C(=O)O)N)ONC(=O)N
O-ureidohomoserine	C(CONC(=O)N)[C@@H](C(=O)O)N
O2	O=O
O2-	[O-][O]
O2.-	[O-][O]
O3-acetyl-L-serine	CC(=O)OC[C@@H](C(=O)O)N
O4,O5--dimethylthujaplicatin	COC1=CC(=CC(=C1OC)OC)C[C@@H]2[C@H](COC2=O)CC3=CC(=C(C=C3)O)OC
O4-succinyl-L-homoserine	C(COC(=O)CCC(=O)O)[C@@H](C(=O)O)N
OA-6129 A	CC[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O
OA-6129 B1	C[C@@H]([C@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O)O
OA-6129 B2	C[C@@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O)O
OA-6129 C	C[C@@H]([C@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O)OS(=O)(=O)O
OH-	[OH-]
OH-DDVA meta-cleavage product	COC1=CC(=CC(=C1[O-])C(=O)/C=C(\C=C(\C(=O)O)/[O-])/C(=O)[O-])C(=O)O
OPC4-CoA	CC/C=C\C[C@H]1[C@H](CCC1=O)CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
OPC4-CoA	CC/C=C\C[C@H]1C(CCC1=O)CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@@H](C([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
OPC4-CoA	CC/C=C\C[C@H]1[C@H](CCC1=O)CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
OPC6-CoA	CC/C=C\C[C@H]1[C@H](CCC1=O)CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
OPC6-CoA	CC/C=C\C[C@H]1C(CCC1=O)CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@@H](C([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
OPC6-CoA	CC/C=C\C[C@H]1[C@H](CCC1=O)CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
OPC8-CoA	CC/C=C\C[C@H]1[C@H](CCC1=O)CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
OPC8-CoA	CC/C=C\C[C@H]1C(CCC1=O)CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@@H](C([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
OPC8-CoA	CC/C=C\C[C@H]1[C@H](CCC1=O)CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
Octadec-9-ene-1,18-dioic-acid	C(CCC/C=C\CCCCCCCC(=O)O)CCCC(=O)O
Octanoic acid	CCCCCCCC(=O)O
Octanoyl-CoA	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Octanoyl-CoA	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
Okenone	CC1=C(C(=C(C=C1)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C(=O)CCC(C)(C)OC)/C)/C)C)C
Oleandolide	C[C@H]1C[C@@]2(CO2)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]([C@H]1O)C)O)C)C)C)O)C
Oleandomycin	C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
Oleandomycin	C[C@H]1C[C@]2(CO2)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]([C@H]1OC3C(C(CC(O3)C)N(C)C)O)C)OC4CC(C(C(O4)C)O)OC)C)C)C)O)C
Oleandomycin	C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
Oleandomycin	CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
Oleandomycin	C[C@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H](C[C@@]3(CO3)C(=O)[C@@H]([C@@H]([C@H]([C@@H](OC(=O)[C@H]([C@H]([C@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
Oleandomycin	C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
Oleandomycin	C[C@H]1C[C@H]([C@@H]([C@H](O1)O[C@@H]2[C@@H](C[C@]3(CO3)C(=O)C([C@@H]([C@@H]([C@@H](OC(=O)[C@H](C([C@H]2C)O[C@@H]4C[C@H]([C@@H]([C@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
Oleoyl-CoA	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group	C1=C(O[C@H]([C@H]([C@H]1O)O)O[C@H]2[C@@H]([C@@H]([C@@H](OC2C(=O)O)O)O)O)C(=O)O
Ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
Ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
Ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O
Ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4C([C@H]([C@H](C(O4)CO)O)O)O
Ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4C([C@@H]([C@@H](C(O4)CO)O)O)O
Oplophorus luciferin	C1=CC=C(C=C1)CC2=NC(=CN3C2=NC(=C3O)CC4=CC=C(C=C4)O)C5=CC=C(C=C5)O
Ornithine	C(C[C@@H](C(=O)O)N)CN
Orotate	C1=C(NC(=O)NC1=O)C(=O)[O-]
Orotate	C1=C(NC(=O)NC1=O)C(=O)O
Orthophosphate	[O-]P(=O)([O-])[O-]
Oxalate	C(=O)(C(=O)[O-])[O-]
Oxaloacetate	C(C(=O)C(=O)O)C(=O)O
Oxaloglutarate	C(CC(=O)O)C(C(=O)C(=O)O)C(=O)O
Oxcarbazepine	C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
Oxidized Renilla luciferin	C1=CC=C(C=C1)CC2=NC(=CN=C2NC(=O)CC3=CC=CC=C3)C4=CC=C(C=C4)O
Oxidized dithiothreitol	C1[C@@H]([C@H](CSS1)O)O
Oxygen	O=O
Oxytetracycline	C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
P1,P3-bis(5'-adenosyl) triphosphate	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
P1,P3-bis(5'-adenosyl) triphosphate	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
P1,P4-Bis(5'-adenosyl)tetraphosphate	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
P1,P4-bis(5'-adenosyl) tetraphosphate	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
P1,P4-bis(5'-adenosyl) tetraphosphate	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
P1,P4-bis(5'-adenosyl)tetraphosphate	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
P1,P4-bis(5'-guanosyl) tetraphosphate	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=C(NC6=O)N)O)O)O)O)N=C(NC2=O)N
P1,P4-bis(5'-uridyl) tetraphosphate	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O)O)O
P1,P4-bis(5'-xanthosyl) tetraphosphate	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=O)NC6=O)O)O)O)O)NC(=O)NC2=O
P1,P5-bis(5'-adenosyl)pentaphosphate	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
P1,P6-bis(5'-adenosyl)hexaphosphate	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
PA5	C([C@H]([C@H]([C@@H](C(=O)O)O)O)O)OP(=O)(O)O
PA6	CCCCC(=O)OC[C@H](COP(=O)(O)O)OC=O
PAI-1	CCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O
PAI-1-2	CCCC(=O)N[C@H]1CCOC1=O
PD116740	COC1=CC=CC2=C1C(=O)C3=C(C2=O)C4=C(C=C(C=C4O)CO)[C@H]([C@@H]3O)O
PEtN-KDO2-lipid A	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)(O)O)CO[C@@]2(C[C@H]([C@H]([C@H](O2)[C@@H](CO)O)O)O[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)OP(=O)(O)OCCN)O)O)C(=O)O)C(=O)O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
PEtN-KDO2-lipid IV(A)	CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O[C@@]4(C[C@H]([C@H]([C@H](O4)[C@@H](CO)OP(=O)(O)OCCN)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O
PLB	C1=CN=C(N=C1)OC2=CC(=C(C=C2)NC(=O)C3=C(C=C(C=C3)Cl)Cl)C(=O)O
PQQ	C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O
PQQH2	C1=C(NC2=C(C(=C3C=C(N=C3C2=C1C(=O)O)C(=O)O)O)O)C(=O)O
PR-toxin	C[C@H]1[C@H]([C@@H]2[C@@H](O2)C3=CC(=O)[C@@]4(C[C@]13C)[C@@](O4)(C)C=O)OC(=O)C
PX2	CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCC
Paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Paclitaxel	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Paclitaxel	CC1=C2C(C(=O)[C@@]3(C(CC4[C@](C3C([C@@](C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3C([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)(C[C@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@@H]3[C@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(CC1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
